hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
36, 2700.00000, 7415.54, -0.0000138924, 7415.54, -120, 7415.54, 120, 254.678, -15.0056, 250.324, -136.653, 246.055, 105.23
37, 0.00000, 7415.54, -0.0000139816, 7415.54, -120, 7415.54, 120, 255.979, -14.9626, 253.167, -136.734, 246.201, 105.301
37, 900.00000, 7415.54, -0.0000143828, 7415.54, -120, 7415.54, 120, 261.227, -14.6976, 258.95, -137.278, 258.971, 105.109
37, 1800.00000, 7415.54, -0.0000113338, 7415.54, -120, 7415.54, 120, 228.646, -17.9723, 225.556, -140.683, 227.283, 102.118
37, 2700.00000, 7415.54, -0.0000144237, 7415.54, -120, 7415.54, 120, 276.303, -16.4198, 275.453, -138.172, 280.146, 103.944
38, 0.00000, 7415.54, -0.0000160361, 7415.54, -120, 7415.54, 120, 298.978, -15.5633, 304.038, -136.981, 303.344, 104.916
38, 900.00000, 7415.54, -0.0000173484, 7415.54, -120, 7415.54, 120, 320.19, -15.2371, 312.661, -136.794, 320.668, 105.094
38, 1800.00000, 7415.54, -0.000017632, 7415.54, -120, 7415.54, 120, 322.532, -14.9435, 304.113, -136.791, 312.438, 105.425
38, 2700.00000, 7415.54, -0.0000173775, 7415.54, -120, 7415.54, 120, 315.55, -14.6983, 308.681, -136.522, 308.049, 105.389
39, 0.00000, 7415.54, -0.0000124772, 7415.54, -120, 7415.54, 120, 260.746, -18.9847, 251.031, -140.12, 258.197, 101.915
39, 900.00000, 7415.54, -3.92408E-6, 7415.54, -120, 7415.54, 120, 142.411, -30.3201, 131.659, -157.792, 142.234, 90.8625
39, 1800.00000, 7415.54, -9.16274E-6, 7415.54, -120, 7415.54, 120, 183.697, -17.7771, 165.29, -142.894, 174.133, 101.86
39, 2700.00000, 7415.54, -0.0000128778, 7415.54, -120, 7415.54, 120, 227.3, -13.7161, 224.509, -134.708, 218.914, 106.485
40, 0.00000, 7415.54, -0.0000127184, 7415.54, -120, 7415.54, 120, 219.855, -12.9791, 218.274, -134.12, 213.158, 107.188
40, 900.00000, 7415.54, -0.000012353, 7415.54, -120, 7415.54, 120, 206.694, -11.783, 202.603, -133.069, 201.042, 108.127
40, 1800.00000, 7415.54, -0.0000113682, 7415.54, -120, 7415.54, 120, 189.202, -11.5769, 189.49, -132.72, 184.425, 108.535
40, 2700.00000, 7415.54, -1.16305E-6, 7415.54, -120, 7415.54, 120, 74.3586, -36.6322, 78.654, -160.399, 74.1244, 85.0106
41, 0.00000, 7415.54, -2.86057E-6, 7415.54, -120, 7415.54, 120, 78.9173, -25.4897, 72.204, -156.634, 75.3424, 93.5647
41, 900.00000, 7415.54, -0.000012291, 7415.54, -120, 7415.54, 120, 198.827, -10.4842, 197.388, -131.977, 190.878, 109.579
41, 1800.00000, 7415.54, -0.0000129091, 7415.54, -120, 7415.54, 120, 208.666, -10.4572, 204.873, -131.732, 201.085, 109.926
41, 2700.00000, 7415.54, -0.0000139885, 7415.54, -120, 7415.54, 120, 227.427, -10.6889, 222.683, -131.841, 224.499, 109.614
42, 0.00000, 7415.54, -0.0000137444, 7415.54, -120, 7415.54, 120, 227.996, -11.4629, 224.641, -132.485, 221.403, 109.073
42, 900.00000, 7415.54, -4.29865E-6, 7415.54, -120, 7415.54, 120, 129.066, -27.1708, 139.871, -146.327, 137.384, 96.0152
42, 1800.00000, 7415.54, -1.12483E-6, 7415.54, -120, 7415.54, 120, 92.4952, -38.4996, 99.6433, -163.476, 101.376, 85.8095
42, 2700.00000, 7415.54, -0.0000131721, 7415.54, -120, 7415.54, 120, 241.925, -15.0649, 239.289, -138.15, 241.888, 104.873
43, 0.00000, 7415.54, -0.0000152407, 7415.54, -120, 7415.54, 120, 273.482, -14.2922, 274.561, -136.454, 270.105, 105.535
43, 900.00000, 7415.54, -0.0000147664, 7415.54, -120, 7415.54, 120, 273.099, -15.2984, 276.281, -138.472, 265.55, 104.211
43, 1800.00000, 7415.54, -0.0000164953, 7415.54, -120, 7415.54, 120, 298.818, -14.6164, 296.317, -138.134, 287.371, 105.03
43, 2700.00000, 7415.54, -0.0000118994, 7415.54, -120, 7415.54, 120, 247.52, -18.8525, 259.734, -140.625, 251.138, 102.078
44, 0.00000, 7415.54, 2.12817E-6, 7415.54, -120, 7415.54, 120, 90.2583, -57.3465, 99.2977, 177.202, 97.4399, 69.9214
44, 900.00000, 7415.54, -5.05136E-6, 7415.54, -120, 7415.54, 120, 152.79, -27.3185, 148.444, -154.097, 148.736, 92.2236
44, 1800.00000, 7415.54, -0.0000133702, 7415.54, -120, 7415.54, 120, 254.961, -16.2743, 259.714, -137.912, 247.432, 103.948
